track_popularity,playlist_name,danceability,key,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
35,17,0.661,0,1,0.0423,0.00806,4.96e-05,0.346,0.265,105.03,196400.0
28,17,0.643,0,0,0.0403,0.236,1.35e-05,0.114,0.789,142.017,244158.0
34,17,0.638,0,1,0.15,0.469,0.0,0.319,0.572,109.839,214038.0
39,17,0.399,1,1,0.124,0.0345,7.41e-05,0.146,0.403,177.774,203000.0
33,17,0.48,11,1,0.183,0.00593,3.44e-06,0.423,0.658,100.037,142723.0
27,17,0.645,11,1,0.0586,0.0753,0.0,0.254,0.374,94.993,253263.0
43,17,0.547,0,0,0.0326,0.134,0.000109,0.151,0.343,140.039,243240.0
0,17,0.559,11,0,0.0557,0.000186,0.000994,0.169,0.357,127.995,205280.0
37,17,0.664,0,1,0.0285,0.0574,0.0,0.123,0.868,94.981,180600.0
35,17,0.772,8,1,0.0523,0.102,9.41e-06,0.0664,0.52,100.005,160776.0
31,17,0.206,2,1,0.0378,0.485,0.0,0.107,0.439,74.744,240995.0
2,17,0.671,4,0,0.0731,0.064,0.0,0.126,0.7,98.012,178680.0
5,17,0.68,5,0,0.0582,0.0102,0.00105,0.113,0.417,119.958,233947.0
33,17,0.494,7,1,0.0942,0.0318,0.0,0.0816,0.369,127.898,212963.0
33,17,0.657,4,0,0.0445,0.105,0.0,0.211,0.375,105.019,213411.0
27,17,0.722,1,1,0.0435,0.0543,0.000368,0.103,0.364,107.013,203304.0
37,17,0.676,11,1,0.0655,0.00217,0.0,0.362,0.312,119.951,192365.0
30,17,0.718,10,1,0.0741,0.00385,0.002,0.0787,0.424,110.002,225273.0
43,17,0.68,1,0,0.0602,0.0233,0.0,0.358,0.884,149.935,167500.0
38,17,0.557,0,1,0.0464,0.000241,2.62e-05,0.159,0.641,122.925,225857.0
43,17,0.585,0,1,0.115,0.0209,0.0,0.063,0.526,125.993,231280.0
38,17,0.64,0,0,0.115,0.21,1.41e-06,0.116,0.681,131.02,237710.0
29,17,0.607,2,1,0.0496,0.000817,1.14e-06,0.219,0.517,127.051,195493.0
43,17,0.656,4,0,0.0431,0.249,0.0,0.221,0.293,100.01,197000.0
50,17,0.225,3,1,0.0341,0.112,0.0,0.0685,0.111,143.912,452389.0
44,17,0.664,4,0,0.0373,0.00212,2.18e-06,0.152,0.338,124.072,205730.0
25,17,0.595,2,1,0.0365,0.0148,0.000685,0.11,0.143,127.955,288012.0
47,17,0.587,4,0,0.0931,0.0539,0.0,0.262,0.433,178.081,185427.0
46,17,0.668,11,0,0.0952,0.0523,9.37e-05,0.0971,0.156,106.017,185062.0
4,17,0.681,1,1,0.065,0.321,0.0,0.207,0.477,159.924,203058.0
25,17,0.601,4,0,0.0817,0.0973,3.17e-06,0.0807,0.526,120.006,184000.0
27,17,0.738,9,1,0.0458,0.0325,0.807,0.149,0.408,128.005,165015.0
33,17,0.792,7,1,0.206,0.133,0.0,0.0461,0.856,99.044,201507.0
39,17,0.634,5,1,0.0521,0.253,0.0,0.334,0.482,106.012,206228.0
27,17,0.694,9,0,0.0598,0.322,1.25e-06,0.108,0.499,139.946,245114.0
35,17,0.751,7,1,0.0505,0.244,0.00985,0.151,0.699,106.984,231982.0
3,17,0.672,2,1,0.0459,0.229,0.00471,0.0496,0.756,103.969,240157.0
29,17,0.454,1,0,0.0385,0.00211,0.0317,0.111,0.676,100.037,210967.0
6,17,0.662,7,1,0.113,0.404,1.43e-05,0.192,0.599,99.904,204600.0
33,17,0.71,0,1,0.0402,0.00943,0.0,0.164,0.479,131.084,194198.0
36,17,0.733,0,0,0.0394,0.119,0.0,0.163,0.901,107.96,179773.0
29,17,0.591,2,1,0.0369,0.00069,0.00967,0.0687,0.234,117.99,255277.0
27,17,0.531,0,1,0.0988,0.619,0.0,0.0743,0.493,135.082,212970.0
38,17,0.645,8,0,0.039,0.0171,0.0,0.0815,0.536,97.95,181905.0
38,17,0.573,8,1,0.0487,0.129,1.38e-06,0.108,0.228,131.979,195000.0
20,17,0.529,5,1,0.045,0.0425,0.0,0.0694,0.505,147.893,208226.0
92,75,0.824,6,0,0.0924,0.692,0.000104,0.149,0.513,98.027,209438.0
32,75,0.666,6,0,0.0659,0.00562,7.64e-05,0.381,0.868,121.955,146557.0
28,75,0.633,7,0,0.0533,0.0521,3.44e-05,0.25,0.253,125.096,175591.0
18,75,0.528,7,1,0.19,0.0859,2.28e-06,0.311,0.349,135.794,178235.0
29,75,0.61,6,1,0.0323,0.0117,0.131,0.144,0.278,125.05,190080.0
38,75,0.644,9,1,0.099,0.00514,0.00236,0.143,0.255,118.007,201500.0
33,75,0.727,3,0,0.0741,0.0257,1.64e-05,0.121,0.198,117.107,187115.0
38,75,0.561,5,1,0.0963,0.0419,2.99e-06,0.394,0.222,105.057,178286.0
37,75,0.806,11,0,0.0689,0.0123,0.094,0.772,0.899,125.968,204772.0
40,75,0.67,4,0,0.0508,0.0871,1.91e-05,0.232,0.422,123.975,186290.0
31,75,0.563,2,0,0.075,0.193,0.0,0.323,0.281,124.023,154839.0
37,75,0.577,2,1,0.0656,0.0434,0.000166,0.19,0.416,126.076,160000.0
0,75,0.498,7,0,0.223,0.508,0.000521,0.419,0.318,110.024,248727.0
0,75,0.684,5,1,0.109,0.0192,0.000137,0.589,0.925,129.963,200787.0
38,75,0.684,1,0,0.14,0.0664,5.49e-06,0.535,0.342,125.999,196777.0
28,75,0.724,9,0,0.129,0.15,0.0101,0.144,0.455,124.012,208809.0
38,75,0.637,5,0,0.177,0.0102,0.000138,0.0918,0.547,160.138,207000.0
28,75,0.731,11,0,0.0897,0.0259,0.0,0.052,0.479,125.955,184225.0
32,75,0.645,0,1,0.0383,0.0572,6.91e-05,0.118,0.338,107.017,171589.0
21,75,0.681,6,0,0.047,0.00595,5.24e-06,0.331,0.396,109.989,223636.0
30,75,0.608,5,1,0.0397,0.011,0.273,0.344,0.294,125.025,205938.0
31,75,0.573,1,0,0.0886,0.209,0.0,0.137,0.344,160.137,223687.0
21,75,0.699,8,0,0.0438,0.0657,1.02e-05,0.171,0.409,106.025,201509.0
33,75,0.806,2,1,0.105,0.00962,4.69e-05,0.143,0.392,128.067,187500.0
18,75,0.692,4,0,0.0497,0.00736,0.0193,0.109,0.0983,123.955,236129.0
19,75,0.795,8,1,0.307,0.0531,0.0,0.773,0.573,109.897,174545.0
33,75,0.704,6,0,0.0948,0.105,0.0,0.369,0.414,108.98,189358.0
39,75,0.602,4,0,0.127,0.373,0.0,0.163,0.197,145.009,155586.0
29,75,0.594,6,1,0.0778,0.0871,1.85e-06,0.12,0.358,170.12,160941.0
42,75,0.538,8,1,0.064,0.0181,0.0,0.0968,0.381,160.089,171000.0
18,75,0.792,4,0,0.0842,0.16,0.0,0.0511,0.565,106.101,168300.0
33,75,0.638,9,0,0.0888,0.0587,3.68e-06,0.309,0.216,100.005,158400.0
32,75,0.568,9,0,0.0925,0.205,1.01e-06,0.0444,0.175,82.318,200727.0
31,75,0.6,2,1,0.0385,0.262,6.19e-06,0.162,0.328,106.903,204112.0
19,75,0.658,10,0,0.0376,0.0127,0.333,0.194,0.28,111.977,203571.0
24,75,0.694,4,0,0.0637,0.0962,3.94e-06,0.103,0.244,104.978,214857.0
36,75,0.586,1,0,0.0923,0.313,0.0,0.0844,0.426,156.021,180332.0
32,75,0.673,0,1,0.0436,0.0558,0.0,0.0932,0.727,100.064,187200.0
31,75,0.339,8,0,0.0709,0.069,0.0,0.141,0.261,165.474,212364.0
44,75,0.627,0,1,0.0248,0.0931,3.74e-05,0.225,0.261,93.02,221935.0
20,75,0.682,7,0,0.0435,0.0426,2.52e-05,0.0994,0.283,95.052,202105.0
19,75,0.486,7,1,0.0422,0.00831,2.31e-06,0.141,0.31,159.982,167288.0
41,75,0.31,1,1,0.0373,0.197,0.0,0.104,0.233,74.824,232500.0
30,75,0.383,1,0,0.0429,0.00616,0.0,0.109,0.342,90.015,204667.0
34,75,0.675,8,1,0.0456,0.211,0.0,0.152,0.721,141.986,196500.0
24,75,0.651,10,1,0.0293,0.356,0.0,0.111,0.381,90.0,164000.0
24,75,0.708,4,0,0.0541,0.141,0.0,0.199,0.562,120.051,174000.0
30,75,0.77,1,0,0.0372,0.151,0.0,0.0837,0.308,101.985,183528.0
20,75,0.588,3,0,0.152,0.108,0.0,0.0845,0.367,140.024,147464.0
24,75,0.76,1,1,0.158,0.0828,0.0,0.181,0.188,104.964,195857.0
28,75,0.577,11,1,0.0473,0.0375,0.0,0.0947,0.295,147.01,228265.0
28,75,0.6,9,0,0.0286,0.336,0.0,0.109,0.214,105.023,193714.0
23,75,0.806,8,1,0.106,0.04,0.00349,0.511,0.645,117.018,172569.0
18,75,0.798,7,1,0.165,0.0146,0.00255,0.0982,0.177,107.048,219813.0
41,75,0.769,7,1,0.0397,0.0599,2.2e-05,0.061,0.458,121.982,171639.0
60,75,0.707,0,0,0.205,0.142,0.0,0.124,0.51,126.914,179552.0
13,75,0.638,10,0,0.0765,0.073,0.392,0.278,0.552,124.938,251590.0
54,75,0.611,1,0,0.0317,0.000506,0.92,0.102,0.261,122.978,268232.0
35,75,0.648,10,0,0.0654,0.00143,0.422,0.0449,0.409,124.978,302510.0
55,75,0.67,11,0,0.0497,0.00164,0.0257,0.633,0.323,123.992,184003.0
41,75,0.619,8,0,0.0515,0.0124,0.0099,0.175,0.245,123.997,184639.0
51,75,0.632,4,1,0.053,0.0942,0.0,0.215,0.557,125.989,201905.0
2,75,0.753,8,1,0.052,0.00809,0.45,0.0615,0.735,128.0,300000.0
45,75,0.588,5,0,0.0453,0.0149,0.105,0.375,0.39,112.018,182143.0
49,75,0.686,0,1,0.0468,0.054,0.925,0.0671,0.039,124.005,247984.0
59,75,0.516,8,1,0.0328,0.182,0.766,0.0983,0.0394,124.989,261120.0
54,75,0.768,11,1,0.138,0.174,0.00021,0.152,0.61,109.96,173340.0
56,75,0.636,8,1,0.0547,0.15,0.0,0.0844,0.205,128.024,198750.0
35,75,0.605,11,0,0.0731,0.191,0.124,0.562,0.255,92.008,211107.0
49,75,0.803,6,0,0.0956,0.0653,1.88e-05,0.161,0.553,124.994,201120.0
14,75,0.725,11,0,0.0429,0.00273,0.0396,0.109,0.542,122.001,190820.0
58,75,0.651,8,1,0.0532,0.0235,0.256,0.104,0.21,121.054,221901.0
33,75,0.656,6,1,0.0866,0.528,0.065,0.0856,0.106,132.039,218182.0
40,75,0.728,10,0,0.0751,0.019,0.000696,0.0554,0.72,123.004,185041.0
40,75,0.726,1,0,0.0419,0.349,0.00215,0.135,0.223,114.013,187368.0
25,75,0.538,8,1,0.0349,0.00363,0.0,0.0659,0.397,80.059,183375.0
44,75,0.728,6,0,0.0435,0.107,0.00372,0.261,0.476,117.969,182034.0
40,75,0.65,6,1,0.0673,0.00614,0.775,0.0351,0.679,123.986,181940.0
61,75,0.667,7,1,0.0396,0.0668,4.91e-06,0.131,0.59,117.019,192821.0
45,75,0.701,1,0,0.062,0.0496,1.79e-06,0.587,0.461,126.038,185064.0
50,75,0.592,1,0,0.0686,0.00463,0.157,0.349,0.432,124.968,199750.0
31,75,0.866,10,0,0.102,0.0033,0.00429,0.0418,0.774,122.973,234675.0
45,75,0.777,0,1,0.0454,0.00192,0.0828,0.0825,0.288,123.008,450000.0
48,75,0.687,5,1,0.0524,0.258,0.00673,0.115,0.0705,120.018,192500.0
20,75,0.693,8,0,0.0507,0.00799,0.854,0.0669,0.0461,123.991,222581.0
54,75,0.522,10,1,0.313,0.435,0.211,0.296,0.145,115.077,169696.0
15,75,0.678,0,0,0.0393,0.0373,0.114,0.186,0.244,123.978,214839.0
36,75,0.606,1,0,0.0551,0.000485,0.0691,0.091,0.516,123.945,280826.0
23,75,0.585,11,0,0.123,0.00147,0.547,0.0425,0.438,125.045,196171.0
39,75,0.817,7,0,0.0859,0.653,0.882,0.294,0.153,124.932,180462.0
55,75,0.631,5,1,0.0439,0.108,0.836,0.173,0.703,124.007,219715.0
26,75,0.674,1,1,0.046,0.00161,0.491,0.143,0.89,110.0,192645.0
33,75,0.724,0,0,0.0367,0.229,0.0507,0.0846,0.238,124.974,199159.0
39,75,0.776,11,1,0.19,0.151,2.05e-05,0.0858,0.419,117.105,221549.0
31,75,0.575,1,0,0.0678,0.174,0.000113,0.139,0.241,128.144,150391.0
24,75,0.504,0,0,0.0286,0.649,9.51e-06,0.192,0.26,124.263,211996.0
49,14,0.65,9,0,0.0451,0.148,0.0,0.0499,0.781,120.001,214773.0
32,14,0.725,0,1,0.0938,0.00423,0.0,0.0552,0.612,109.952,220088.0
42,14,0.562,2,0,0.0428,0.0575,0.0,0.2,0.492,100.032,186703.0
29,14,0.612,8,1,0.0431,0.152,0.00163,0.402,0.322,125.997,181187.0
28,14,0.617,1,0,0.0354,0.00204,3.6e-05,0.331,0.785,112.964,180600.0
31,14,0.663,7,1,0.0342,0.233,0.0,0.0911,0.593,160.002,238547.0
41,14,0.653,4,1,0.0324,0.0176,0.0,0.212,0.74,122.031,181589.0
30,14,0.789,1,1,0.0449,0.0461,0.0,0.653,0.775,104.954,216991.0
30,14,0.692,7,1,0.0417,0.0181,0.00372,0.143,0.657,115.004,204590.0
26,14,0.661,7,1,0.173,0.225,0.0,0.0992,0.478,108.045,232222.0
42,14,0.712,9,0,0.0436,0.167,0.0,0.0418,0.734,101.965,183824.0
38,14,0.662,1,1,0.0499,0.114,0.000697,0.0881,0.496,129.884,236308.0
37,14,0.703,9,1,0.0322,0.0275,0.00284,0.255,0.939,123.997,191947.0
29,14,0.558,3,1,0.0625,0.492,0.00266,0.0493,0.686,106.043,179272.0
27,14,0.743,2,1,0.194,0.17,0.0,0.032,0.605,99.869,142895.0
29,14,0.697,0,1,0.0402,0.265,0.0,0.103,0.364,103.962,193341.0
36,14,0.787,8,1,0.139,0.227,0.000228,0.0888,0.839,103.933,175773.0
40,14,0.702,8,0,0.103,0.198,0.0,0.343,0.575,129.975,276053.0
36,14,0.744,9,0,0.0342,0.115,1.86e-06,0.137,0.81,108.047,233965.0
45,14,0.822,9,0,0.0515,0.0133,0.147,0.114,0.384,124.015,189147.0
18,14,0.627,6,0,0.0306,0.00225,0.0105,0.0863,0.744,122.006,193783.0
27,14,0.771,3,1,0.129,0.067,0.0,0.39,0.627,110.981,156682.0
67,14,0.715,7,1,0.0685,0.00373,0.0,0.104,0.669,115.012,200913.0
52,14,0.79,11,0,0.0665,0.00116,4.23e-05,0.329,0.713,124.998,199874.0
54,14,0.805,10,1,0.059,0.145,2.66e-05,0.0686,0.483,105.021,196253.0
29,14,0.714,0,1,0.181,0.632,0.0,0.0934,0.615,123.133,180773.0
26,14,0.742,7,1,0.0413,0.0552,1.65e-06,0.0594,0.576,104.965,185187.0
28,14,0.705,9,1,0.149,0.277,0.000466,0.0524,0.562,119.988,243565.0
55,14,0.818,7,1,0.133,0.00278,0.0326,0.0886,0.697,115.032,180187.0
0,14,0.704,5,0,0.0475,0.0302,9.13e-05,0.173,0.284,109.988,169796.0
38,14,0.792,11,1,0.212,0.202,0.0,0.0438,0.844,113.025,236317.0
37,14,0.676,7,0,0.0576,0.506,0.0,0.124,0.59,105.948,241685.0
65,14,0.868,6,0,0.11,0.0439,0.0,0.0975,0.616,112.006,217651.0
48,14,0.752,4,0,0.0838,0.0189,0.0,0.0598,0.786,119.996,201733.0
36,14,0.72,7,1,0.0546,0.0281,2.05e-06,0.15,0.315,97.033,183093.0
45,14,0.563,9,1,0.104,0.00911,0.0,0.249,0.503,126.063,207617.0
24,14,0.797,6,1,0.0886,0.309,0.0,0.128,0.671,124.126,204760.0
45,14,0.734,6,1,0.036,0.0134,2.76e-05,0.0751,0.744,120.006,292767.0
25,14,0.722,5,0,0.0446,0.0256,0.0,0.112,0.511,109.998,226909.0
28,14,0.703,8,0,0.035,0.337,0.0,0.146,0.682,125.977,225694.0
26,14,0.772,5,1,0.128,0.18,0.0,0.244,0.562,102.974,168118.0
34,14,0.767,8,1,0.0442,0.303,2.86e-05,0.069,0.716,120.03,203569.0
22,14,0.818,8,0,0.182,0.0952,0.0,0.06,0.81,106.94,159214.0
30,14,0.621,6,0,0.141,0.000304,0.0,0.228,0.661,149.981,208627.0
34,14,0.917,6,1,0.0483,0.296,0.00159,0.0469,0.659,120.001,240988.0
26,14,0.696,1,1,0.035,0.0187,0.0,0.35,0.586,144.06,195558.0
58,14,0.738,2,1,0.237,0.32,0.00175,0.325,0.58,131.974,189040.0
37,14,0.721,4,0,0.0847,0.151,0.0,0.118,0.64,132.065,231933.0
37,14,0.382,9,0,0.215,0.0278,3.17e-06,0.129,0.399,70.944,197400.0
31,104,0.316,7,1,0.0331,0.0168,0.00484,0.244,0.113,77.009,212184.0
61,104,0.678,6,1,0.0342,0.0587,0.249,0.0928,0.28,117.029,285973.0
66,104,0.498,10,1,0.0282,0.136,0.7,0.0933,0.589,140.027,226440.0
58,104,0.48,0,1,0.23,0.0625,0.000685,0.0814,0.335,109.756,247547.0
55,104,0.39,6,0,0.0299,0.806,1.14e-06,0.0887,0.179,122.056,281947.0
58,104,0.418,1,1,0.0295,0.211,0.0443,0.187,0.13,131.99,230720.0
77,104,0.544,9,1,0.0991,0.67,4.57e-05,0.415,0.554,159.738,184516.0
60,104,0.611,10,0,0.034,0.0764,0.0698,0.241,0.233,166.04,255320.0
75,104,0.602,1,0,0.0443,0.00462,0.0266,0.111,0.577,125.012,467587.0
57,104,0.632,11,0,0.162,0.124,0.0,0.53,0.499,89.522,213622.0
61,104,0.652,11,0,0.0262,0.122,0.00039,0.169,0.769,115.047,194009.0
62,104,0.345,4,1,0.0681,0.717,0.000822,0.1,0.164,207.969,237973.0
70,104,0.925,7,1,0.0658,0.394,0.000128,0.11,0.0922,100.015,183160.0
78,104,0.674,7,1,0.122,0.121,0.0,0.132,0.337,84.878,190185.0
70,104,0.375,1,1,0.0302,0.943,0.303,0.126,0.147,147.989,336613.0
64,104,0.373,7,1,0.0461,0.0552,0.0,0.107,0.352,115.942,202200.0
64,104,0.681,1,1,0.34,0.036,0.00555,0.138,0.428,135.538,298027.0
58,104,0.665,1,1,0.441,0.745,0.000982,0.326,0.521,89.962,210001.0
71,104,0.526,11,0,0.0356,0.0161,0.0,0.179,0.32,105.009,241440.0
48,104,0.4,0,1,0.0311,0.0447,0.838,0.549,0.806,92.299,152040.0
58,104,0.784,8,1,0.0632,0.551,0.000607,0.0899,0.715,81.676,188385.0
66,104,0.566,8,1,0.0281,0.0928,0.305,0.0903,0.764,91.117,298760.0
70,104,0.652,6,0,0.039,0.317,0.0,0.104,0.186,120.073,312427.0
65,104,0.571,7,1,0.0318,0.979,0.275,0.124,0.297,90.972,307698.0
60,104,0.488,4,1,0.0398,0.41,0.0,0.494,0.375,147.88,207720.0
62,104,0.678,1,1,0.3,0.0123,0.0,0.133,0.498,80.318,234160.0
63,104,0.518,8,1,0.029,0.016,0.0013,0.115,0.179,99.968,325547.0
70,104,0.742,1,1,0.0315,0.172,0.38,0.115,0.868,104.996,260520.0
59,104,0.443,0,1,0.0293,0.00149,0.0032,0.121,0.746,115.277,312227.0
67,104,0.533,7,0,0.0372,0.873,0.104,0.134,0.186,77.503,223600.0
54,104,0.612,8,1,0.0275,0.861,0.00401,0.147,0.257,118.383,288720.0
65,104,0.464,10,1,0.0368,0.00871,0.201,0.162,0.467,161.845,298920.0
65,104,0.723,0,1,0.0348,0.0522,0.192,0.109,0.35,125.051,224133.0
63,104,0.637,1,1,0.336,0.713,0.000113,0.109,0.661,81.061,208000.0
58,104,0.348,0,1,0.0516,0.835,0.654,0.129,0.12,74.517,236000.0
63,104,0.514,2,1,0.0501,0.208,0.0132,0.115,0.31,94.569,233818.0
61,104,0.823,0,1,0.0557,0.409,0.00135,0.649,0.397,90.997,257547.0
59,104,0.324,8,1,0.0336,0.0781,5.63e-06,0.103,0.2,125.295,303387.0
9,104,0.547,2,1,0.0667,0.848,0.613,0.0825,0.175,114.729,182467.0
62,104,0.835,0,0,0.387,0.0308,0.000501,0.0896,0.34,139.581,201000.0
47,104,0.39,9,1,0.0444,0.0554,0.18,0.103,0.684,157.077,275933.0
60,104,0.483,0,1,0.0313,0.00461,0.000661,0.102,0.294,126.212,295333.0
67,104,0.568,7,0,0.276,0.536,0.124,0.101,0.453,79.89,415613.0
75,104,0.303,2,0,0.0574,0.0277,0.635,0.11,0.491,149.508,192960.0
68,104,0.829,0,1,0.0515,0.0363,0.878,0.119,0.594,103.816,230147.0
69,104,0.847,9,0,0.0507,0.411,0.00176,0.108,0.178,104.001,188000.0
57,104,0.595,8,1,0.0367,0.126,0.926,0.221,0.345,134.9,163292.0
79,104,0.558,6,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,180387.0
54,104,0.681,1,1,0.042,0.00334,0.0817,0.354,0.607,118.027,315585.0
46,104,0.563,0,1,0.039,0.78,0.0222,0.134,0.115,129.937,197280.0
65,104,0.929,6,0,0.0506,0.017,0.00353,0.122,0.288,128.014,237231.0
57,104,0.505,7,1,0.0271,0.00165,0.0463,0.266,0.724,138.126,260280.0
62,104,0.599,9,0,0.0472,0.475,0.00153,0.235,0.607,122.262,228467.0
67,104,0.826,1,1,0.0412,0.849,3.8e-06,0.186,0.802,85.244,239324.0
59,104,0.298,1,1,0.0353,0.972,0.0823,0.0935,0.0972,86.786,168000.0
60,104,0.436,0,1,0.0409,0.209,0.0,0.171,0.784,188.061,170840.0
80,104,0.756,3,1,0.0544,0.217,0.00474,0.096,0.537,117.023,155720.0
63,104,0.621,10,1,0.0344,0.976,0.00186,0.107,0.178,128.905,218160.0
67,104,0.652,1,1,0.0358,0.774,0.0428,0.0847,0.626,107.019,229760.0
54,104,0.573,0,1,0.0247,0.784,0.633,0.0923,0.24,89.575,248707.0
63,104,0.74,0,1,0.146,0.189,0.00128,0.305,0.571,119.964,261360.0
63,104,0.663,1,1,0.0374,0.392,5.41e-06,0.197,0.301,99.765,262520.0
53,104,0.798,0,1,0.215,0.191,0.773,0.112,0.199,122.47,468587.0
49,104,0.647,4,1,0.0341,0.0755,0.121,0.169,0.546,109.967,377973.0
60,104,0.534,2,1,0.0403,0.218,2.11e-06,0.103,0.458,117.079,374653.0
60,104,0.635,11,1,0.26,0.132,0.0,0.122,0.686,93.603,139931.0
73,104,0.472,4,1,0.0356,0.000607,2.74e-05,0.0957,0.0631,180.06,252926.0
67,104,0.51,10,0,0.242,0.0216,0.002,0.108,0.193,153.582,243773.0
57,104,0.665,1,0,0.0257,0.358,0.628,0.564,0.577,110.069,308680.0
60,104,0.54,4,1,0.0296,0.0978,0.156,0.147,0.165,95.036,195107.0
60,104,0.526,8,1,0.263,0.316,0.000384,0.261,0.283,81.305,234487.0
56,104,0.504,4,1,0.039,0.219,0.503,0.257,0.418,73.984,298173.0
44,104,0.389,1,1,0.0599,0.0524,0.652,0.0815,0.431,86.927,275309.0
64,104,0.563,9,0,0.0822,0.286,0.683,0.269,0.213,120.009,276373.0
53,104,0.382,6,1,0.0292,0.786,0.00478,0.111,0.0441,95.3,249063.0
45,104,0.701,7,0,0.147,0.82,0.00113,0.249,0.577,138.216,146390.0
49,104,0.588,2,1,0.0242,0.534,0.0683,0.126,0.591,95.971,237933.0
62,104,0.578,11,0,0.036,0.00744,0.0816,0.105,0.456,134.034,246007.0
67,104,0.398,0,1,0.0392,0.0764,0.0,0.0848,0.494,117.295,193429.0
65,104,0.581,2,1,0.0291,0.893,0.576,0.161,0.433,112.331,237973.0
61,104,0.457,0,1,0.188,0.348,0.00122,0.142,0.163,100.049,269693.0
7,104,0.646,8,0,0.0427,0.00426,0.277,0.122,0.173,109.013,283067.0
48,104,0.442,0,1,0.0467,0.903,0.0122,0.252,0.277,100.604,365747.0
55,104,0.57,1,1,0.0314,0.0104,0.446,0.0905,0.437,115.037,214987.0
75,104,0.721,0,1,0.0532,0.409,0.00153,0.0973,0.2,129.83,200747.0
58,104,0.506,8,1,0.249,0.161,0.0,0.114,0.394,163.239,169756.0
58,104,0.57,7,1,0.337,0.00628,0.00796,0.0876,0.405,87.0,171867.0
60,104,0.547,2,1,0.137,0.0127,5.01e-06,0.0585,0.525,113.678,245293.0
56,104,0.468,1,0,0.0491,0.0372,1.46e-06,0.0688,0.789,72.987,229893.0
62,104,0.422,11,1,0.0556,0.101,0.00282,0.16,0.544,140.423,367093.0
61,104,0.46,1,1,0.0301,0.0324,4.45e-06,0.126,0.338,173.829,191294.0
62,104,0.27,7,1,0.0741,0.00956,0.434,0.142,0.205,117.314,196560.0
59,104,0.816,10,0,0.0517,0.105,0.846,0.105,0.307,124.005,411125.0
76,104,0.326,10,1,0.179,0.503,0.0,0.427,0.409,86.882,312000.0
40,104,0.396,9,1,0.0563,5.1e-05,0.354,0.351,0.253,175.919,190387.0
37,104,0.591,2,0,0.0429,0.61,0.0,0.172,0.733,158.018,225840.0
63,104,0.477,4,1,0.0658,0.906,7.36e-06,0.262,0.283,174.143,251034.0
60,104,0.609,5,0,0.0404,0.018,8.68e-06,0.434,0.401,130.034,209760.0
53,104,0.457,10,0,0.0376,0.209,5.11e-06,0.0912,0.736,99.937,181773.0
88,94,0.838,5,1,0.0706,0.208,8.01e-05,0.103,0.631,114.998,220590.0
88,94,0.759,9,0,0.029,0.0392,0.0,0.0828,0.749,116.967,190800.0
46,94,0.686,4,0,0.0423,0.209,0.0,0.121,0.484,119.952,237400.0
79,94,0.626,9,0,0.029,0.051,0.0,0.118,0.123,133.976,221096.0
46,94,0.646,1,0,0.0661,0.0108,0.0,0.587,0.37,105.052,148986.0
23,94,0.701,7,1,0.0722,0.0753,0.0,0.377,0.479,106.98,233398.0
29,94,0.664,9,0,0.0372,0.866,1.62e-05,0.0998,0.127,89.959,242048.0
37,94,0.647,0,1,0.0278,0.409,0.000498,0.126,0.0961,138.007,241853.0
27,94,0.397,8,1,0.331,0.0476,0.0,0.746,0.576,87.576,237255.0
42,94,0.478,4,0,0.0589,0.000399,0.0,0.0921,0.72,112.988,185792.0
39,94,0.545,5,0,0.0377,0.235,0.000504,0.0974,0.571,92.021,165921.0
38,94,0.721,5,0,0.031,0.0905,0.000313,0.149,0.254,125.958,208457.0
29,94,0.654,2,1,0.0234,0.029,0.0,0.209,0.708,99.953,199800.0
91,94,0.676,8,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,207133.0
33,94,0.593,1,0,0.0522,0.54,0.339,0.113,0.123,131.966,173636.0
27,94,0.596,5,0,0.0597,0.0978,0.000236,0.103,0.393,99.961,195683.0
78,94,0.719,0,1,0.0417,0.00645,0.201,0.064,0.256,126.015,254453.0
21,94,0.737,10,0,0.0416,0.39,3.12e-06,0.126,0.216,92.794,252684.0
36,94,0.621,6,1,0.0452,0.107,0.0,0.116,0.242,106.905,188788.0
29,94,0.568,6,0,0.292,0.154,0.0,0.726,0.642,75.038,205659.0
31,94,0.644,2,1,0.0341,0.541,0.000133,0.0835,0.651,92.049,213913.0
42,94,0.452,1,1,0.151,0.0744,0.0,0.194,0.503,92.574,179500.0
43,94,0.298,0,1,0.0932,0.0858,0.225,0.132,0.37,89.89,199793.0
39,94,0.762,11,1,0.13,0.0374,0.000168,0.0944,0.632,166.021,179277.0
38,94,0.595,10,1,0.131,0.347,0.0,0.121,0.288,154.926,191000.0
28,94,0.675,8,0,0.0613,0.0989,0.0134,0.0816,0.374,109.976,267136.0
33,94,0.793,1,1,0.0564,0.00219,0.845,0.0945,0.164,137.019,252263.0
42,94,0.657,8,1,0.0633,0.118,4.21e-06,0.152,0.249,92.883,215448.0
23,94,0.511,11,0,0.312,0.112,0.0,0.0857,0.426,174.783,150813.0
38,94,0.663,11,1,0.0458,0.477,0.0,0.157,0.425,115.07,214437.0
32,94,0.665,1,1,0.029,0.0149,0.0,0.104,0.151,125.055,271849.0
